0 17
1 18
2 20
3 23
4 24
5 32
6 42
7 36
8 46
9 65
10 62
11 65
12 74
13 78
14 89
15 91
16 101
17 98
18 104
19 97
20 97
21 104
22 100
23 89
24 105
25 119
26 99
27 114
28 108
29 113
30 100
31 104
32 110
33 116
34 100
35 126
36 127
37 130
38 121
39 126
40 128
41 122
42 133
43 141
44 146
45 159
46 160
47 181
48 187
49 191
50 200
51 205
52 206
53 188
54 187
55 207
56 191
57 203
58 199
59 206
60 208
61 202
62 205
63 196
64 207
65 210
66 207
67 201
68 186
69 200
70 207
71 208
72 195
73 216
74 211
75 208
76 215
77 204
78 200
79 203
80 209
81 203
82 198
83 207
84 203
85 191
86 201
87 200
88 206
89 203
90 195
91 210
92 203
93 192
94 210
95 205
