0 171
1 156
2 169
3 159
4 216
5 167
6 176
7 171
8 183
9 157
10 174
11 191
12 170
13 192
14 163
15 165
16 195
17 174
18 221
19 175
20 201
21 220
22 155
23 188
24 175
25 163
26 189
27 198
28 163
29 163
30 161
31 237
32 200
33 152
34 174
35 168
36 189
37 191
38 199
39 148
40 165
41 175
42 196
43 191
44 194
45 168
46 245
47 176
48 203
49 229
50 229
51 199
52 220
53 199
54 209
55 192
56 197
57 204
58 206
59 223
60 166
61 211
62 197
63 208
64 187
65 201
66 259
67 229
68 213
69 235
70 224
71 195
72 228
73 213
74 202
75 209
76 210
77 232
78 216
79 207
80 212
81 206
82 192
83 233
84 219
85 213
86 200
87 210
88 278
89 223
90 222
91 262
92 226
93 203
94 193
95 222
96 225
97 218
98 248
99 203
100 238
101 242
102 212
103 209
104 199
105 233
106 187
107 211
108 181
109 258
110 243
111 226
112 220
113 202
114 243
115 239
116 230
117 204
118 233
119 219
120 205
121 176
122 225
123 240
124 199
125 233
126 224
127 202
128 189
