0.00 1.60 20.74
1.00 1.60 20.75
2.00 1.59 20.73
3.00 1.60 20.75
4.00 1.59 20.72
5.00 1.57 20.70
6.00 1.57 20.64
7.00 1.57 20.62
8.00 1.59 20.60
9.00 1.59 20.56
10.00 1.58 20.50
11.00 1.57 20.54
12.00 1.58 20.56
13.00 1.59 20.61
14.00 1.57 20.56
15.00 1.57 20.54
16.00 1.57 20.57
17.00 1.58 20.54
18.00 1.58 20.57
19.00 1.57 20.57
20.00 1.57 20.60
21.00 1.57 20.61
22.00 1.58 20.64
23.00 1.58 20.65
24.00 1.57 20.72
25.00 1.58 20.66
26.00 1.57 20.64
27.00 1.58 20.58
28.00 1.59 20.51
29.00 1.59 20.46
30.00 1.61 20.50
31.00 1.61 20.46
32.00 1.62 20.52
33.00 1.60 20.49
34.00 1.61 20.53
35.00 1.60 20.55
36.00 1.61 20.57
37.00 1.60 20.52
38.00 1.61 20.50
39.00 1.61 20.54
40.00 1.61 20.53
41.00 1.62 20.52
42.00 1.61 20.48
43.00 1.63 20.51
44.00 1.60 20.52
45.00 1.62 20.48
46.00 1.62 20.48
47.00 1.63 20.40
48.00 1.64 20.38
49.00 1.63 20.37
50.00 1.66 20.41
51.00 1.66 20.50
52.00 1.66 20.54
53.00 1.67 20.59
54.00 1.67 20.56
55.00 1.66 20.50
56.00 1.69 20.47
57.00 1.68 20.47
58.00 1.70 20.48
59.00 1.69 20.50
60.00 1.71 20.49
61.00 1.71 20.55
62.00 1.71 20.58
63.00 1.72 20.52
64.00 1.71 20.50
65.00 1.73 20.41
66.00 1.71 20.41
67.00 1.69 20.37
68.00 1.69 20.43
69.00 1.68 20.45
70.00 1.68 20.45
71.00 1.66 20.40
72.00 1.63 20.48
73.00 1.64 20.53
74.00 1.65 20.50
75.00 1.65 20.54
76.00 1.63 20.51
77.00 1.63 20.45
78.00 1.62 20.41
79.00 1.63 20.45
80.00 1.63 20.48
81.00 1.64 20.47
82.00 1.64 20.41
83.00 1.66 20.32
84.00 1.66 20.28
85.00 1.66 20.26
86.00 1.67 20.25
87.00 1.67 20.24
88.00 1.66 20.27
89.00 1.66 20.23
90.00 1.64 20.17
91.00 1.65 20.14
92.00 1.65 20.11
93.00 1.64 20.16
94.00 1.66 20.21
95.00 1.66 20.26
96.00 1.67 20.30
97.00 1.67 20.27
98.00 1.67 20.32
99.00 1.69 20.26
100.00 1.66 20.25
101.00 1.68 20.17
102.00 1.66 20.17
103.00 1.67 20.18
104.00 1.64 20.16
105.00 1.63 20.15
106.00 1.62 20.11
107.00 1.63 20.10
108.00 1.61 20.12
109.00 1.61 20.04
110.00 1.60 20.04
111.00 1.59 19.98
112.00 1.59 20.01
113.00 1.59 19.95
114.00 1.59 19.96
115.00 1.58 19.99
116.00 1.59 19.99
117.00 1.58 19.95
118.00 1.58 19.99
119.00 1.57 19.99
120.00 1.59 19.98
121.00 1.61 19.94
122.00 1.62 19.96
123.00 1.61 19.97
124.00 1.63 20.05
125.00 1.62 20.11
126.00 1.63 20.13
127.00 1.63 20.14
128.00 1.65 20.10
129.00 1.62 20.06
130.00 1.62 19.96
131.00 1.62 19.98
132.00 1.63 20.03
133.00 1.62 20.07
134.00 1.64 20.06
135.00 1.64 20.00
136.00 1.65 19.97
137.00 1.66 19.94
138.00 1.67 19.96
139.00 1.66 19.96
140.00 1.67 19.99
141.00 1.66 20.01
142.00 1.66 19.96
143.00 1.65 19.92
144.00 1.65 19.86
145.00 1.67 19.81
146.00 1.66 19.84
147.00 1.65 19.88
148.00 1.62 19.91
149.00 1.62 19.94
150.00 1.60 19.92
151.00 1.60 19.97
152.00 1.58 19.95
153.00 1.57 19.93
154.00 1.58 19.95
155.00 1.58 19.92
156.00 1.57 19.96
157.00 1.59 19.94
158.00 1.58 19.96
159.00 1.59 19.98
160.00 1.58 19.91
161.00 1.59 19.88
162.00 1.60 19.83
163.00 1.60 19.81
164.00 1.61 19.83
165.00 1.62 19.76
166.00 1.63 19.81
167.00 1.65 19.79
168.00 1.66 19.87
169.00 1.65 19.79
170.00 1.63 19.80
171.00 1.62 19.77
172.00 1.63 19.78
173.00 1.65 19.72
174.00 1.67 19.77
175.00 1.67 19.76
176.00 1.66 19.78
177.00 1.67 19.81
178.00 1.68 19.83
179.00 1.68 19.84
180.00 1.69 19.76
181.00 1.68 19.77
182.00 1.68 19.72
183.00 1.67 19.82
184.00 1.68 19.76
185.00 1.68 19.79
186.00 1.67 19.82
187.00 1.67 19.87
188.00 1.69 19.85
189.00 1.68 19.83
190.00 1.66 19.80
191.00 1.64 19.78
192.00 1.64 19.74
193.00 1.62 19.71
194.00 1.61 19.64
195.00 1.61 19.63
196.00 1.62 19.59
197.00 1.62 19.62
198.00 1.60 19.68
199.00 1.59 19.73
200.00 1.61 19.74
201.00 1.62 19.67
202.00 1.64 19.62
203.00 1.66 19.61
204.00 1.70 19.65
205.00 1.72 19.62
206.00 1.73 19.59
207.00 1.73 19.55
208.00 1.74 19.47
209.00 1.75 19.48
210.00 1.76 19.49
211.00 1.77 19.55
212.00 1.76 19.57
213.00 1.75 19.52
214.00 1.76 19.54
215.00 1.76 19.49
216.00 1.78 19.47
217.00 1.79 19.51
218.00 1.80 19.52
219.00 1.77 19.51
220.00 1.78 19.48
221.00 1.80 19.49
222.00 1.80 19.48
223.00 1.79 19.49
224.00 1.77 19.45
225.00 1.78 19.47
226.00 1.76 19.50
227.00 1.76 19.45
228.00 1.77 19.46
229.00 1.78 19.49
230.00 1.79 19.40
231.00 1.80 19.38
232.00 1.80 19.39
233.00 1.83 19.38
234.00 1.81 19.30
235.00 1.80 19.28
236.00 1.80 19.29
237.00 1.79 19.29
238.00 1.81 19.26
239.00 1.81 19.23
240.00 1.81 19.25
241.00 1.82 19.25
242.00 1.84 19.25
243.00 1.83 19.26
244.00 1.83 19.28
245.00 1.83 19.29
246.00 1.82 19.34
247.00 1.83 19.38
248.00 1.83 19.37
249.00 1.81 19.39
250.00 1.82 19.34
251.00 1.82 19.29
252.00 1.83 19.25
253.00 1.82 19.31
254.00 1.80 19.31
255.00 1.79 19.29
256.00 1.79 19.22
257.00 1.80 19.23
258.00 1.79 19.20
259.00 1.80 19.13
260.00 1.79 19.08
261.00 1.79 19.13
262.00 1.79 19.12
263.00 1.81 19.15
264.00 1.81 19.21
265.00 1.80 19.19
266.00 1.82 19.21
267.00 1.81 19.18
268.00 1.80 19.20
269.00 1.80 19.18
270.00 1.78 19.12
271.00 1.79 19.18
272.00 1.80 19.20
273.00 1.80 19.13
274.00 1.80 19.13
275.00 1.79 19.12
276.00 1.79 19.09
277.00 1.77 19.08
278.00 1.76 19.04
279.00 1.75 19.06
280.00 1.75 19.03
281.00 1.75 19.05
282.00 1.75 18.98
283.00 1.75 18.96
284.00 1.75 18.98
285.00 1.76 19.05
286.00 1.76 19.01
287.00 1.76 19.10
288.00 1.74 19.08
289.00 1.73 19.09
290.00 1.71 19.05
291.00 1.71 19.08
292.00 1.69 19.13
293.00 1.70 19.11
294.00 1.67 19.09
295.00 1.70 19.07
296.00 1.71 18.99
297.00 1.70 18.96
298.00 1.69 18.90
299.00 1.68 18.95
300.00 1.68 18.87
301.00 1.69 18.92
302.00 1.68 18.84
303.00 1.71 18.92
304.00 1.69 18.86
305.00 1.69 18.89
306.00 1.69 18.84
307.00 1.69 18.85
308.00 1.70 18.85
309.00 1.72 18.75
310.00 1.71 18.74
311.00 1.70 18.67
312.00 1.72 18.64
313.00 1.72 18.62
314.00 1.73 18.68
315.00 1.73 18.65
316.00 1.75 18.66
317.00 1.72 18.55
