0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 1
8 0
9 1
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 15
24 32
25 36
26 49
27 55
28 51
29 59
30 51
31 52
32 59
33 60
34 65
35 50
36 60
37 58
38 50
39 65
40 62
41 59
42 77
43 65
44 81
45 76
46 94
47 85
48 119
49 125
50 115
51 140
52 131
53 135
54 128
55 149
56 152
57 140
58 151
59 160
60 165
61 165
62 169
63 164
64 173
65 166
66 152
67 203
68 173
69 197
70 211
71 198
72 199
73 215
74 220
75 184
76 196
77 214
78 201
79 220
80 221
81 196
82 191
83 220
84 205
85 208
86 222
87 210
88 184
89 216
90 220
91 196
92 224
93 215
94 192
95 200
96 198
97 198
98 226
99 207
100 226
101 208
102 206
103 214
104 212
105 193
106 188
107 200
108 175
109 213
110 208
111 198
112 207
113 193
114 209
115 206
116 199
117 217
118 220
119 222
120 219
121 196
122 211
123 201
124 198
125 219
